frame_id,class_id,instance_id,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7
4,0,5,717.60004,490.80002,0.92089844,724.2,468.00003,0.99853516,759,438.00003,0.9995117,780.00006,474.90002,0.99853516,738,487.50003,0.9970703,756,462.00003,1,792.00006,442.80002,0.9897461,802.2,435.00003,0.99609375
5,0,1,465.00003,843.00006,0.9736328,491.7,846.60004,0.9946289,547.80005,889.80005,0.9975586,521.7,910.2,0.9975586,479.7,864.00006,0.9941406,515.10004,879.00006,0.99853516,545.7,919.2,0.9345703,546.9,928.80005,0.9902344
5,0,2,901.2,639.60004,0.94433594,918.60004,657.60004,0.9941406,961.2,699,0.9980469,939.60004,722.4,0.99853516,900.00006,666,0.9951172,930.60004,690.60004,0.99902344,969.60004,722.4,0.9785156,979.80005,725.4,0.99658203
5,0,3,976.80005,542.4,0.9946289,969.00006,570.60004,0.9970703,949.2,626.4,0.99853516,919.2,622.2,0.9970703,951.60004,558.30005,0.9980469,942.60004,597.30005,0.99853516,936.00006,644.4,0.9785156,942.00006,652.80005,0.9941406
5,0,4,1252.8,960.00006,0.97265625,1269.6001,981.60004,0.99853516,1286.4,1019.4,0.99902344,1249.2001,1030.8,0.9995117,1246.8,986.4,0.9995117,1263.6001,1009.80005,1,1276.8,1047.6001,0.9892578,1282.8,1057.8,0.99609375
5,0,5,720,489.6,0.88671875,724.80005,467.40002,0.9980469,760.2,437.40002,0.9995117,780.60004,474.6,0.99853516,738.60004,486.6,0.99609375,757.2,461.1,1,793.2,442.50003,0.99121094,803.4,434.40002,0.9970703
5,0,6,739.2,492.30002,0.7919922,735,511.2,0.9902344,708.60004,561.9,0.9995117,673.2,539.7,0.99853516,717,496.2,0.98535156,703.2,530.7,0.9995117,675.60004,573.60004,0.9926758,668.4,583.80005,0.99902344
6,0,1,467.40002,842.4,0.96533203,493.80002,846.00006,0.99316406,546.9,887.4,0.99609375,520.80005,908.4,0.9975586,481.2,862.80005,0.9946289,515.4,877.80005,0.99853516,546,916.2,0.9169922,548.7,925.2,0.9868164
6,0,2,899.4,639.60004,0.9633789,916.80005,657.60004,0.99560547,958.80005,700.2,0.9980469,937.2,721.80005,0.99853516,898.80005,666,0.99609375,928.80005,690.60004,0.99902344,966.60004,723,0.9682617,976.2,725.4,0.9951172
6,0,3,975.60004,537.9,0.9902344,969.00006,566.10004,0.9970703,951.00006,620.4,0.99902344,920.4,612,0.9970703,950.4,554.7,0.9970703,943.80005,591.30005,0.99902344,932.4,636.60004,0.9760742,933.60004,645.60004,0.9941406
6,0,4,1250.4,954.60004,0.9897461,1267.2001,976.80005,0.9995117,1284,1013.4,0.9995117,1245.6001,1023.60004,0.9995117,1244.4,981.60004,0.9995117,1261.2001,1004.4,1,1273.2001,1041,0.99365234,1278,1051.8,0.99853516
6,0,5,721.80005,487.50003,0.90185547,726.60004,465.30002,0.99853516,761.4,436.80002,0.9995117,781.2,474.30002,0.99853516,739.80005,484.80002,0.99658203,758.4,460.2,1,794.4,441.90002,0.99072266,804.00006,433.50003,0.99658203
6,0,6,735.60004,490.2,0.78466797,735,508.80002,0.9916992,711,561.30005,0.99902344,675.60004,541.2,0.9975586,715.80005,496.2,0.9892578,705,530.7,0.9995117,678.60004,574.2,0.96484375,673.2,584.4,0.9921875
7,0,1,467.40002,844.80005,0.96972656,494.7,846.60004,0.99365234,548.4,885.60004,0.99658203,521.10004,907.2,0.99853516,483.00003,865.2,0.99609375,517.5,877.2,0.99902344,546.60004,916.2,0.9458008,549,925.80005,0.99072266
7,0,2,897.60004,643.2,0.96533203,916.2,659.4,0.99658203,958.2,699,0.99853516,933.60004,719.4,0.9980469,898.2,669.60004,0.99560547,928.80005,690.60004,0.9995117,960.60004,724.80005,0.96777344,966.60004,730.80005,0.9951172
7,0,3,975.60004,539.10004,0.96875,967.80005,566.7,0.9970703,956.4,612.9,0.99853516,921.00006,605.10004,0.99853516,949.2,554.10004,0.99853516,944.4,588.30005,1,937.2,631.2,0.96484375,939.00006,640.80005,0.9916992
7,0,4,1250.4,951.60004,0.99316406,1267.2001,975.60004,0.9995117,1281.6001,1009.2,1,1240.8,1018.80005,0.9995117,1242,979.2,0.9995117,1258.8,1001.4,1,1268.4,1037.4,0.99658203,1273.2001,1048.8,0.99902344
7,0,5,723.60004,486.30002,0.9042969,727.80005,462.6,0.9980469,763.2,435.6,0.99902344,781.80005,473.40002,0.9980469,741.60004,482.1,0.99609375,760.2,458.40002,0.9995117,795.60004,441.6,0.9892578,805.80005,433.2,0.99609375
7,0,6,736.2,488.7,0.6640625,737.4,506.1,0.9824219,715.2,561,0.99902344,678,540.9,0.99853516,717,493.80002,0.98046875,708,529.80005,0.99902344,682.2,574.2,0.9916992,675.60004,583.80005,0.99902344
8,0,1,466.80002,847.2,0.97753906,493.50003,849.60004,0.99902344,550.2,886.2,1,521.4,906.60004,0.99560547,482.7,868.2,0.9926758,517.80005,878.4,1,544.80005,917.4,0.9584961,543.60004,929.4,0.99365234
8,0,2,898.2,644.4,0.9716797,918.60004,660.60004,0.9970703,959.4,700.2,0.99853516,934.2,720,0.99853516,900.60004,671.4,0.9970703,930.60004,691.2,0.9995117,961.2,726.60004,0.9711914,966.60004,734.4,0.9951172
8,0,3,981.60004,540.9,0.9785156,970.2,567,0.99121094,951.00006,615.60004,0.9941406,918.00006,611.10004,0.9970703,953.4,552.30005,0.9980469,942.60004,588.9,0.99902344,939.00006,633,0.89746094,946.80005,640.80005,0.9770508
8,0,4,1250.4,951.00006,0.9921875,1266,975.00006,0.9995117,1280.4,1007.4,0.9995117,1239.6001,1017.00006,0.9995117,1242,978.60004,0.9995117,1257.6001,1000.2,1,1268.4,1034.4,0.99560547,1273.2001,1044.6001,0.99902344
8,0,5,725.4,486.00003,0.8803711,728.4,460.50003,0.9970703,764.4,433.50003,0.99853516,783.00006,471.6,0.9980469,744,479.7,0.9951172,761.4,456.00003,0.9995117,797.4,439.80002,0.98583984,807.60004,431.40002,0.9946289
8,0,6,736.80005,484.50003,0.5625,740.4,503.40002,0.97314453,717,560.10004,0.9975586,681.60004,541.80005,0.99658203,720,493.50003,0.9711914,711.60004,528.9,0.9995117,686.4,572.7,0.9277344,681.60004,582.30005,0.98583984
9,0,1,465.90002,844.80005,0.9819336,492.6,849.00006,0.99658203,551.7,889.80005,0.99853516,525,909.60004,0.9975586,480.90002,867.00006,0.9951172,518.10004,879.60004,0.99902344,546.60004,919.80005,0.9482422,545.7,931.2,0.9926758
9,0,2,900.60004,646.2,0.9604492,920.4,662.4,0.99560547,962.4,702.60004,0.9980469,938.4,723.60004,0.9980469,903.00006,672.60004,0.99609375,933.00006,693.60004,0.99902344,967.2,728.4,0.9667969,975.00006,734.4,0.9946289
9,0,3,983.4,535.80005,0.98583984,973.2,563.10004,0.99121094,948.00006,617.4,0.9970703,916.2,609.60004,0.99853516,955.80005,548.4,0.9980469,943.2,586.5,0.9995117,933.60004,633.60004,0.9614258,939.00006,642.60004,0.9921875
9,0,4,1249.2001,951.60004,0.99072266,1266,975.60004,0.9995117,1280.4,1005.60004,0.9995117,1242,1016.4,0.9995117,1242,980.4,0.9995117,1258.8,1000.2,1,1268.4,1032,0.9926758,1274.4,1042.2001,0.99853516
9,0,5,727.80005,483.30002,0.9042969,731.4,456.30002,0.9970703,766.2,431.40002,0.9980469,784.80005,469.2,0.9980469,747,475.50003,0.99609375,763.2,452.7,0.9995117,798.60004,437.7,0.98291016,808.2,429.00003,0.99316406
9,0,6,739.2,482.1,0.5678711,743.4,501.30002,0.97216797,720.60004,558.9,0.9980469,684.60004,540.60004,0.9970703,721.80005,491.7,0.9707031,714.60004,527.4,0.9995117,689.4,572.4,0.93115234,684.60004,582.60004,0.9868164
10,0,1,468.90002,840.60004,0.96777344,494.1,845.4,0.9941406,549.60004,889.2,0.9975586,523.2,909.60004,0.9970703,480.6,862.2,0.99316406,516.60004,877.80005,0.99853516,547.80005,918.60004,0.92871094,549.60004,928.2,0.9897461
10,0,2,900.00006,646.80005,0.96777344,920.4,663,0.99658203,964.80005,703.80005,0.9975586,942.60004,726.60004,0.9980469,903.00006,673.80005,0.9970703,934.2,695.4,0.99902344,972.00006,727.80005,0.9580078,981.00006,731.4,0.9926758
10,0,3,982.80005,533.7,0.9863281,972.60004,560.4,0.99609375,950.4,612.9,0.99902344,919.80005,601.2,0.99853516,955.2,546.60004,0.9975586,945.60004,582.30005,0.9995117,928.80005,628.2,0.9707031,928.2,637.80005,0.9951172
10,0,4,1246.8,954.60004,0.98876953,1266,976.80005,0.9995117,1281.6001,1005.00006,0.9995117,1243.2001,1016.4,0.9995117,1243.2001,983.4,0.9995117,1260,1000.80005,1,1269.6001,1030.8,0.9902344,1275.6001,1040.4,0.9975586
10,0,5,727.80005,483.6,0.9301758,732,455.40002,0.99072266,766.2,430.2,0.9921875,786.00006,466.80002,0.99853516,748.80005,473.40002,0.9941406,763.80005,451.2,0.99853516,799.2,435.90002,0.9819336,809.4,427.50003,0.99316406
10,0,6,739.2,481.2,0.4555664,744,500.40002,0.9604492,723.60004,557.4,0.9975586,687.60004,539.7,0.99658203,721.80005,491.40002,0.9584961,716.4,526.80005,0.9995117,693,571.5,0.9355469,687,582,0.98876953
11,0,1,472.2,838.2,0.9736328,496.80002,843.60004,0.9941406,547.80005,886.80005,0.99316406,520.5,907.80005,0.9975586,482.40002,859.2,0.99560547,516.60004,876.00006,0.99853516,546.60004,916.80005,0.90771484,549.30005,925.80005,0.97998047
11,0,2,897.60004,651,0.96191406,918.00006,666,0.99609375,963.60004,704.4,0.9975586,941.4,726,0.99560547,901.2,677.4,0.9946289,933.00006,696.60004,0.99902344,967.80005,728.4,0.9296875,973.80005,733.2,0.98779297
11,0,3,983.4,537.9,0.9770508,970.80005,563.7,0.9970703,954.00006,607.80005,0.9995117,919.80005,595.80005,0.99902344,954.60004,548.4,0.9980469,945.00006,581.4,1,931.2,624,0.9785156,930.60004,634.80005,0.99658203
11,0,4,1240.8,960.00006,0.95751953,1264.8,976.80005,0.9980469,1280.4,1002.60004,0.9995117,1245.6001,1017.60004,0.99902344,1243.2001,987.60004,0.99853516,1261.2001,1001.4,1,1272,1029.6001,0.9873047,1276.8,1039.2001,0.9980469
11,0,5,727.80005,482.7,0.9448242,733.2,454.2,0.9921875,767.4,429.6,0.9926758,786.00006,466.2,0.99853516,749.4,472.80002,0.99560547,764.4,450.30002,0.99853516,799.80005,435.30002,0.9824219,810.00006,427.2,0.99365234
11,0,6,738.60004,479.7,0.5908203,744,498.6,0.96777344,725.4,556.80005,0.9980469,690,540.9,0.9975586,721.80005,490.80002,0.96484375,717.60004,526.2,0.9995117,695.4,571.80005,0.953125,690,582.60004,0.9916992
12,0,1,473.7,840.00006,0.9482422,498.90002,843.00006,0.98779297,549.9,889.80005,0.9951172,521.10004,909.00006,0.9980469,485.1,859.80005,0.99316406,518.7,877.2,0.9980469,547.2,918.60004,0.9296875,549.9,927.00006,0.98828125
12,0,2,897.00006,653.4,0.95996094,918.00006,667.2,0.9970703,964.80005,702,0.99853516,940.80005,724.80005,0.9975586,901.2,679.80005,0.9951172,934.2,696.60004,0.9995117,967.80005,729.60004,0.9682617,973.80005,736.80005,0.9946289
12,0,3,987.00006,539.4,0.98828125,973.80005,565.80005,0.99560547,949.2,610.5,0.99853516,917.4,600.30005,0.99853516,957.60004,549.60004,0.99853516,943.80005,583.2,0.9995117,933.00006,625.80005,0.96240234,937.80005,635.4,0.9941406
12,0,4,1232.4,966.60004,0.97753906,1260,976.80005,0.9980469,1280.4,1000.2,0.9995117,1248,1018.2,0.99853516,1242,991.80005,0.99853516,1262.4,1001.4,1,1272,1028.4,0.9902344,1275.6001,1037.4,0.9980469
12,0,5,727.80005,481.80002,0.95166016,733.80005,453.6,0.99316406,768,429.00003,0.99316406,786.00006,465.90002,0.99853516,749.4,472.2,0.99609375,765,450.00003,0.99902344,800.4,435.6,0.9824219,810.60004,428.1,0.99316406
12,0,6,736.2,478.80002,0.70703125,742.2,498.00003,0.98046875,726,555.60004,0.9980469,690,540.60004,0.9980469,720,490.80002,0.98046875,717.60004,525.9,0.9995117,696,571.80005,0.95751953,691.2,582.60004,0.9916992
13,0,1,474.30002,844.80005,0.9746094,501.00003,847.2,0.99365234,552.30005,890.4,0.99658203,521.7,909.00006,0.99853516,488.7,865.2,0.99609375,522,879.60004,0.99853516,545.7,921.00006,0.95410156,546,931.2,0.9916992
13,0,2,898.80005,651.60004,0.94677734,919.80005,666,0.9951172,964.80005,703.2,0.9970703,943.2,726,0.99609375,902.4,678,0.9941406,934.80005,696.60004,0.99902344,970.80005,729,0.94628906,978.60004,734.4,0.99121094
13,0,3,990.00006,539.10004,0.9892578,976.80005,565.2,0.9921875,944.4,616.2,0.9980469,914.4,604.5,0.99853516,961.80005,548.7,0.9980469,943.80005,585,0.9995117,927.60004,630.60004,0.9663086,931.80005,639.60004,0.9946289
13,0,4,1227.6001,972.00006,0.98876953,1256.4,978.00006,0.99902344,1280.4,999.00006,0.9975586,1250.4,1019.4,0.99902344,1242,996.60004,0.9995117,1263.6001,1002.00006,1,1272,1026.6001,0.96875,1275.6001,1035.6001,0.99121094
13,0,5,727.80005,481.80002,0.95458984,733.80005,453.00003,0.99365234,768,428.7,0.99365234,786.00006,465.6,0.99853516,750,471.90002,0.99609375,765,449.40002,0.99902344,800.4,435.6,0.984375,810.60004,427.80002,0.9941406
13,0,6,736.2,479.40002,0.71435547,741,499.2,0.9824219,726.60004,554.7,0.9975586,689.4,539.4,0.9980469,719.4,491.1,0.98339844,716.4,525.60004,0.9995117,696.60004,571.2,0.94189453,691.2,582,0.98779297
14,0,1,474.00003,849.00006,0.9785156,499.80002,852.00006,0.9951172,553.2,894.60004,0.9970703,524.10004,912.00006,0.9970703,487.80002,870.00006,0.9941406,522.30005,883.80005,0.99853516,545.10004,924.00006,0.94189453,543,934.80005,0.9897461
14,0,2,901.2,650.4,0.9477539,921.00006,666,0.9946289,964.80005,703.2,0.99658203,945.00006,727.2,0.99609375,904.2,676.2,0.9946289,935.4,696.60004,0.99853516,973.80005,726,0.9423828,983.4,728.4,0.9897461
14,0,3,989.4,537.30005,0.9868164,977.4,563.4,0.9946289,947.4,617.4,0.99853516,919.2,602.4,0.9980469,961.2,548.7,0.9970703,946.80005,584.7,0.9995117,924.60004,629.4,0.96533203,923.4,637.80005,0.9946289
14,0,4,1222.8,984.00006,0.9633789,1251.6001,976.2,0.99560547,1280.4,994.2,0.9946289,1254,1019.4,0.99853516,1244.4,998.4,0.99853516,1266,998.4,0.99902344,1275.6001,1025.4,0.9536133,1279.2001,1033.8,0.9892578
14,0,5,728.4,481.2,0.9506836,733.2,452.40002,0.9926758,768.60004,428.40002,0.99316406,786.00006,465.6,0.99853516,749.4,470.7,0.99560547,765,448.80002,0.99853516,800.4,435.6,0.98339844,810.60004,427.80002,0.99365234
14,0,6,736.2,481.2,0.6972656,740.4,499.50003,0.9819336,726.60004,553.5,0.9975586,688.80005,538.2,0.9980469,718.80005,491.1,0.98291016,715.80005,525,0.9995117,696.60004,570.30005,0.9375,691.2,581.4,0.9863281
15,0,1,474.30002,849.60004,0.9790039,500.1,853.80005,0.9980469,555.9,899.4,0.9995117,526.80005,916.2,0.99560547,487.50003,871.80005,0.99072266,523.2,886.80005,0.99902344,546.30005,928.80005,0.9692383,543,939.60004,0.9941406
15,0,2,898.80005,649.80005,0.9638672,919.2,664.80005,0.99609375,963.60004,705,0.9975586,945.60004,727.80005,0.9970703,902.4,675,0.99560547,933.60004,696.60004,0.99902344,973.80005,725.4,0.9580078,983.4,726.60004,0.99316406
15,0,3,987.60004,540.60004,0.97265625,975.60004,567,0.99658203,954.00006,612.9,0.99902344,921.60004,597.60004,0.99853516,959.4,551.7,0.9980469,948.00006,584.7,1,929.4,626.4,0.97021484,927.00006,636,0.9951172
15,0,4,1221,994.80005,0.9638672,1245.6001,978.60004,0.9946289,1280.4,990.60004,0.9926758,1258.8,1020.60004,0.9980469,1246.8,1002.00006,0.9975586,1267.2001,996.60004,0.99853516,1278,1023.00006,0.9511719,1281.6001,1031.4,0.9868164
15,0,5,728.4,480.30002,0.9482422,733.2,451.80002,0.9926758,768.60004,428.40002,0.9946289,785.4,465.30002,0.99853516,748.80005,470.1,0.99560547,764.4,448.50003,0.99902344,800.4,435.30002,0.9873047,810.60004,427.50003,0.99560547
15,0,6,733.80005,482.7,0.66259766,738.60004,499.2,0.98535156,727.80005,551.4,0.9980469,689.4,536.10004,0.99853516,717,490.80002,0.98535156,715.2,524.4,0.9995117,696.60004,568.5,0.9433594,691.2,579.60004,0.98779297
16,0,1,474.90002,847.2,0.9838867,501.6,852.60004,0.99853516,556.80005,900.60004,0.9995117,527.7,917.4,0.99560547,488.40002,870.00006,0.9926758,523.80005,886.80005,0.99902344,548.7,930.00006,0.9667969,546.30005,940.2,0.99365234
16,0,2,898.80005,651,0.9511719,917.4,666,0.9951172,962.4,702.60004,0.9970703,942.00006,724.2,0.99560547,901.2,676.80005,0.99316406,932.4,695.4,0.99853516,967.80005,726,0.9394531,975.00006,730.2,0.9897461
16,0,3,991.2,546,0.99316406,977.4,572.10004,0.9970703,950.4,615.60004,0.99902344,920.4,603.9,0.9980469,963.60004,556.2,0.9980469,947.4,588.60004,0.99902344,932.4,630.60004,0.98095703,935.4,640.80005,0.99560547
16,0,4,1221,1003.2,0.99121094,1243.2001,983.4,0.99853516,1278,986.4,0.99658203,1263.6001,1021.2,0.99902344,1248,1008.00006,0.99902344,1267.2001,997.2,0.9995117,1280.4,1020.60004,0.9785156,1284,1029,0.99316406
16,0,5,728.4,480.90002,0.9472656,732,452.7,0.99316406,767.4,428.40002,0.9946289,784.80005,465.00003,0.99902344,748.2,470.7,0.99560547,763.80005,448.80002,0.99902344,799.80005,435.30002,0.98876953,810.60004,427.80002,0.99609375
16,0,6,730.80005,482.40002,0.6455078,736.2,498.30002,0.9863281,729,550.2,0.9980469,689.4,535.80005,0.99853516,714,491.1,0.98535156,715.2,524.10004,0.9995117,697.80005,567.60004,0.94189453,691.80005,578.7,0.9868164
17,0,1,475.2,844.2,0.9785156,501.90002,849.60004,0.9941406,553.2,898.2,0.99560547,525,915.60004,0.99609375,488.40002,866.4,0.9946289,522,884.4,0.9975586,548.4,927.00006,0.90625,549,936.00006,0.9814453
17,0,2,898.2,650.4,0.9501953,918.00006,665.4,0.99560547,961.80005,699.60004,0.9975586,939.60004,722.4,0.9970703,901.2,676.80005,0.9951172,932.4,694.2,0.99902344,967.2,724.80005,0.95458984,974.4,730.80005,0.9926758
17,0,3,995.4,542.4,0.9951172,982.80005,569.4,0.99658203,947.4,619.80005,0.99853516,919.2,606.9,0.9980469,967.80005,554.10004,0.9980469,949.80005,589.2,0.99853516,928.2,633,0.97802734,931.2,642,0.99560547
17,0,4,1219.2001,1012.2,0.97753906,1238.4,991.2,0.99853516,1273.2001,985.2,0.9946289,1267.2001,1020.60004,0.99365234,1246.8,1014.60004,0.9980469,1264.8,998.4,0.99853516,1280.4,1021.80005,0.9003906,1284,1032,0.9658203
17,0,5,729,481.2,0.94140625,732.60004,453.00003,0.9921875,767.4,428.7,0.9941406,784.80005,465.30002,0.99853516,748.80005,470.7,0.9951172,763.80005,448.80002,0.99902344,799.2,435.90002,0.9873047,810.00006,428.40002,0.9951172
17,0,6,729.60004,483.90002,0.6411133,735,498.6,0.9873047,729.60004,549.30005,0.9980469,689.4,535.80005,0.9980469,712.80005,491.40002,0.98535156,714.60004,524.4,0.9995117,697.80005,567.60004,0.94091797,692.4,578.7,0.9863281
18,0,1,474.6,843.60004,0.97558594,501.30002,849.00006,0.9941406,550.80005,895.2,0.99560547,522.60004,913.2,0.9970703,487.50003,865.80005,0.99560547,520.5,882.60004,0.99853516,547.2,924.00006,0.91845703,549.30005,933.00006,0.984375
18,0,2,900.60004,649.2,0.9511719,919.80005,664.2,0.9946289,962.4,702.60004,0.99658203,943.2,724.80005,0.99609375,903.00006,674.4,0.9941406,933.00006,694.80005,0.99853516,971.4,725.4,0.93847656,980.4,728.4,0.9892578
18,0,3,996.00006,539.7,0.9941406,985.2,566.4,0.9970703,952.80005,618.60004,0.99902344,924.00006,603.60004,0.9980469,969.00006,552,0.9980469,953.4,587.10004,0.99902344,930.00006,630.60004,0.97558594,928.80005,639.60004,0.9951172
18,0,4,1218,1023.00006,0.9946289,1234.8,999.60004,0.99902344,1268.4,985.80005,0.99560547,1270.8,1021.2,0.99853516,1246.8,1020.60004,0.99902344,1261.2001,1000.80005,0.9995117,1280.4,1019.4,0.97265625,1285.2001,1029,0.9863281
18,0,5,730.80005,481.50003,0.9399414,734.4,453.6,0.9926758,766.80005,428.7,0.9941406,784.80005,465.00003,0.99853516,751.2,471.30002,0.99560547,764.4,448.80002,0.99902344,799.2,435.90002,0.9863281,810.00006,429.00003,0.9951172
18,0,6,728.4,485.7,0.59472656,733.80005,499.2,0.9863281,730.2,548.4,0.9980469,688.80005,535.80005,0.9980469,711.60004,491.7,0.9838867,713.4,524.7,0.9995117,698.4,567.60004,0.9399414,693,578.7,0.9863281
19,0,1,472.80002,846.60004,0.9746094,498.90002,849.60004,0.99658203,552,893.4,0.99902344,522,912.00006,0.9970703,486.6,867.60004,0.99316406,520.5,882.00006,0.99902344,546.30005,924.00006,0.9736328,546.9,934.80005,0.9946289
19,0,2,898.2,645.60004,0.9707031,918.60004,662.4,0.9975586,963.00006,700.2,0.99853516,944.4,724.80005,0.9980469,901.2,673.2,0.9970703,933.00006,694.2,0.9995117,973.80005,721.2,0.96777344,984.00006,722.4,0.9946289
